"ribo.y" "ACOB_at" "ACPA_at" "ACSA_at" "ADDB_at" "AHRC_at" "AMYC_at" "ANSB_at" "AROI_at" "ASNB_at" "ATPB_at" "BCSA_at" "BFMBAB_at" "bhlA_i_at" "bkdR_at" "blyA_at" "CGEC_at" "COTJA_at" "COTL_r_at" "CTPA_at" "DING_at" "EBRA_at" "FOLK_at" "FRUR_at" "gatB_at" "GGT_at" "GLVA_at" "GNTK_at" "HEML_at" "HIT_at" "IPI_at" "LACA_at" "LACR_at" "MALS_at" "MTA_at" "NADA_at" "NADC_at" "ODHA_at" "PGM_at" "PHRC_at" "PNPA_at" "PURL_at" "PURM_at" "PYRAA_at" "PYRDII_at" "PYRE_at" "RESD_at" "RPSE_at" "sigM_at" "SPO0F_at" "SPOIVA_at" "SPOVB_at" "THID_at" "THIK_at" "YACC_at" "YBAE_at" "YBGG_at" "YBXG_at" "YCGQ_at" "YCIC_at" "YCSD_at" "YEFB_at" "YEFC_at" "YERA_at" "YESY_at" "YETI_at" "YETO_at" "YFLM_at" "YHDA_at" "YHDQ_at" "YHEF_at" "YITY_at" "YJBF_at" "YJDG_at" "YKPB_at" "YKRM_at" "YKUS_at" "YKVY_at" "YMFE_at" "YNDK_at" "YNZB_at" "YOAK_at" "YOMW_at" "YONC_at" "YOPP_at" "YOPQ_at" "YOQG_at" "YOQU_at" "YOQY_at" "YOSZ_r_at" "YQJB_at" "YQXL_at" "YRAF_at" "YTNI_at" "YURU_at" "YVAK_at" "YVFQ_at" "YVGT_at" "YVQF_at" "YVRA_at" "YVZB_at"
-6.64385618977472 11.5288670283516 10.0259340329986 11.1085800208971 9.67220992027281 9.11045293744024 8.6482438162313 7.75477474925282 6.79724407532646 8.40707475518017 9.97834397354985 7.29799126147826 9.03797549727933 5.3812653874033 6.68294593786146 5.49531093377184 5.42852717818072 6.70797594908884 7.24121318980036 10.1897457600363 8.14074462665783 6.20784738002838 9.58518367469031 6.7801738670517 8.82763386760787 8.87169871632885 9.74662668954524 8.52030948054463 8.05477771196305 7.82067615882302 7.10863925799008 9.33852873538216 7.65548695303218 11.5274719688047 9.14533873497121 7.35990425342927 7.61122293321969 11.8654488807116 10.5759939345131 8.15378078447254 9.45611238256631 11.0345740696846 11.1492837323977 7.65212482599379 6.68936459901362 6.89684140968454 9.56024467702087 9.63907457662427 6.44711250446833 8.40344765400111 8.18815269547665 7.34572571973957 9.1877303584296 8.5410783407292 8.47681949917678 7.09213214871644 7.49946777813419 8.58352050965628 7.01371243796268 12.2084773406463 6.3810743403751 4.50973987536128 6.19887542157066 8.48396078779241 7.05050468507567 8.04096090042931 7.05208784108484 7.671230014342 8.06134187010378 11.082600218202 5.45183235788129 6.91614083073403 6.99619871139645 6.82246830189416 7.71282584470415 7.64117059793035 9.63669642062097 9.73498478691998 5.12289933253381 7.17812663569992 7.94242073538699 7.12965684544209 6.95658571701078 4.88504953928013 6.93660353902287 6.31872817327621 6.05688459189107 6.78914338898441 6.21414336643517 9.12578276582672 8.19408075894473 6.52207705086041 6.77673643884373 5.5700942370012 10.3535520497563 9.41841301639958 7.91549106079521 8.14931119325381 7.60871924860304 8.11034911983576 4.04027150124814
-6.94786237666482 10.0460791677316 9.96983304682193 10.5562868293119 9.61462912006067 8.6811166163194 7.41508539885101 7.75936481863988 6.52543368636567 8.16190821054788 9.56405420426637 7.29181154561282 8.97956494688491 5.67873442913277 6.93000068119 5.87763484266296 5.51158334732618 6.75753175493729 7.90973106237278 9.79383665237701 8.1195991417943 6.23848552636691 9.19835465796868 6.11356849641635 8.92944536295794 8.27767541902305 9.39319420090105 8.50908888753406 8.19659898143318 7.87301238333583 7.34836482292289 9.06207677327053 7.78716404696076 11.2534108025383 9.18365922342732 7.79175428038991 8.15674352774363 11.6028754864927 10.4057229841557 7.93906138251601 9.81703044612308 10.7552779033161 11.0613093185012 7.48441422312217 6.84097647334329 6.82760667592217 9.28664000178451 10.3237729246604 6.04808327764937 8.44519647356969 8.16157789935835 7.36335180150858 9.2448128983054 8.39071127261043 8.69723180086355 7.11289901650538 7.6821927339511 8.2606681285992 7.11284924909298 12.0540822345669 6.12057389506359 5.05955907158749 6.18333488701388 8.65801773810841 7.10592744701806 7.97934929030516 7.26527997792663 7.5871441795169 7.82716654776307 11.3923178929876 5.53549073649718 6.95609303359758 6.83593317779702 6.42594971144744 7.75259351376066 7.68201856999873 9.42415260389879 9.4108052233204 4.86304062321379 7.21622195657059 7.89838201131196 6.86602576789165 7.35133531524845 4.50289898622441 6.80441053825207 6.21098875279929 6.6608144570849 6.90671454499038 6.21411167828697 9.14556637966223 8.28338167100015 6.50379150518186 6.89580688596892 5.78693208935823 10.5101263999668 9.06326160477969 7.84360384107122 8.09013929085737 7.50165237373055 8.15489696423424 4.33462168359596
-7.93016037493137 9.26464026978729 9.87652445688351 10.4500647028594 9.55148257107261 8.64429322673406 7.63387709679764 7.90279464272903 6.27781526388271 8.48206069373509 9.58248862982707 6.94788591123716 9.20749540635918 5.4660971677041 6.89492778973227 5.10578409214419 5.58926555072617 6.93991750288462 7.49094615879798 9.65690366378328 7.85608057141529 6.26190807281911 5.51821551494207 6.37335250168765 9.07611171234757 8.0860303522766 9.3955093915133 8.79597043597669 8.39585702734403 7.69891711781884 7.44554947788481 8.88434308261712 7.56660042789793 11.1901139355915 8.99808401633332 10.6806617220924 10.7119609441031 11.8018457847354 10.3911555092589 8.30806445517698 9.8057823506583 10.8150222737971 11.2236358417804 7.93788739781813 7.01242240287552 7.00960193125033 9.42541958807944 10.8328382594975 6.70225909361533 8.35189183655103 8.1094728983771 7.39207499547479 9.49175129920252 8.73251064158821 8.8943408266464 7.17798687319802 7.75507878025259 8.44095022375264 7.41230574294933 12.2651876886143 6.80057287090556 4.92955640911817 6.41054248783702 8.86170356890037 7.07243476225289 7.81437746326393 7.44831277659596 7.45624144590874 7.87995508123543 10.6328031619177 5.40895687619951 6.83316848673964 6.83203812096418 6.86957750443185 7.80440175696136 7.55206054184934 10.0871374191752 9.64021767868725 5.45682536373468 7.22127190317301 7.78984528002707 7.10452578921548 6.94460526525285 4.73675083068686 6.73223659878605 6.46369123064178 6.14138394797026 6.64007253209189 6.12683311783619 8.98630024652266 7.98346369343317 6.31766725605864 6.67926152795733 5.85670612332264 10.3811538302559 9.2178354740282 7.86956007958265 8.08533348112815 7.47190191347576 8.22737767343694 4.46598955433475
-8.28771237954945 9.48388035551746 9.69482981886701 10.5844278830253 9.35192013116214 8.9288847889922 7.93129866581026 7.82891106017396 6.46482247971676 8.15698775268289 9.53274012028685 7.56845591169936 9.17287401684948 5.26052202913741 6.79936676480527 5.69002995084343 5.78839408661334 7.51760949850013 7.82512146695675 9.68938684471528 7.68791507565526 6.42624339743177 9.42527646416666 6.39682433649278 8.86472936204359 8.08528678947589 9.18943290998618 8.79088482499656 8.14207061395757 7.93151776886546 6.91725996075893 8.97772114386892 7.75213275358166 11.1672220580703 9.13688926952743 10.845475263543 10.7108765366662 11.8558773599664 10.3209812741138 8.05294588447145 9.53807498736429 10.7349316720902 11.2727801522075 8.13408326318293 6.90957304121786 6.86797996837169 9.27142731108741 10.5737989250036 6.65969290782777 8.27449253728257 8.28899821092648 7.61490883206588 9.47767715371738 8.36167187822361 8.97285691620787 7.14369887956418 7.3838288315406 8.63683793762783 6.83152162049055 12.13605821579 6.32307109502294 4.9870294576226 6.46956913406687 8.7589378097562 7.0939941738967 8.00523590084697 7.47915914952967 7.21094815425132 7.49740832659552 10.1812081521992 5.86034574482796 6.83109920594089 6.97017276745796 6.49285040495502 7.91485283636151 7.91983528987091 9.56754290126894 9.24400551254909 5.13165146117187 7.31087726877186 7.58356005376449 7.08480644971565 6.98934730670973 4.5891497247333 6.64797511208579 5.9570470706298 6.78284608003228 7.2197461153334 6.40049147503162 9.24318869758515 7.62029653885888 6.73835572639509 6.93407544529935 6.16771152857589 10.1113885354792 8.99395993210474 7.9093176564467 8.07050808613523 7.39724714948471 8.20707924618221 4.60268422320609
-7.31043245604953 10.953271720683 10.3123572202192 10.2635748700389 8.81666004055293 8.10354983780827 8.07141893934549 7.44585302717981 6.67039793962256 7.69877909298919 9.65273453012935 7.99118207275336 8.30924229629789 5.71441483418769 7.01316869763631 6.33100716653072 6.15685809129167 8.52816349549747 8.90074813854498 9.37191873473585 7.62879645422644 6.37212623597962 8.97185424040072 5.98124357850081 7.87279520073825 9.21598649001085 9.34726096524343 8.58807798035969 7.11499346662815 7.22783017398884 7.87553151970655 8.98119612356941 7.71553267629414 11.2535647082259 9.13114121698965 8.29182700521347 8.37556162358871 10.9997104878443 9.98587329338182 7.9194389523019 8.95798681664177 9.96225690574793 10.3761728461268 8.14001433349597 6.46890189230997 6.4591485329287 8.87045434907841 8.85522350447224 6.35753423884326 8.29070674929582 8.32856410866657 7.89487043421346 8.58904145852106 8.67704218774144 8.70037353367199 6.71311466584165 7.51641924229514 8.49150096144325 7.31813927560028 7.93076135732616 5.96969454657603 5.02051722497134 6.39359061810727 7.62915390914426 7.30561754891275 7.98026245677391 7.78871449540983 7.67336315641097 7.47264384448464 10.621850018278 6.87153369830229 7.15442519312914 7.25092148152925 7.1439302380331 7.98964240016922 8.05308904878739 8.94578807987038 7.93536808344346 5.04840285526465 7.98602343769675 7.38935702035933 7.2697495019663 7.18601274565257 4.87232075090156 6.51708555096888 5.68111985371561 7.21823960374833 7.47510395427524 6.86705408647116 9.20696054324838 8.37624786003595 7.17307069433353 7.40489495554346 6.82642968105348 9.63667064464114 8.63110285084413 6.99576600335314 8.11952979555237 7.25950962054944 8.37701796537421 4.79577828531323
-7.64385618977472 8.26633082479166 9.90150125709074 10.0204636134041 9.35098518333249 7.90820706085701 8.20648686784601 7.4451469935148 6.30239648454549 7.82528672001271 9.2893797812739 7.69453283034821 8.37890505403812 5.24665777557725 6.87851454912747 6.07462802848181 5.84220888610474 8.37471397765111 8.45994367802874 9.45868894992746 7.76841021306284 6.33771007509567 8.92154901325938 6.14998613984378 8.16329768914837 8.11040927427191 9.15715826863572 8.47717911943721 7.40118490197839 6.91279427495862 7.34435722739123 9.46427557210492 7.549161414386 11.35776712842 8.84460613993417 9.53159251487588 9.45688326656155 11.0566110408894 9.77743576548258 7.7521509586684 9.08669070811938 10.4387017845601 10.7886751807573 7.9050996103673 6.60202874076801 6.51947554966044 8.79108290398838 10.2944576812776 6.47978773348895 8.08542270906337 8.17745032828221 7.56703315282484 8.45465804182785 8.8657629860152 8.5597960855362 6.89780310806007 7.54884046741043 8.43938715814152 7.43424319522112 11.3175582137432 6.23428868857627 4.91776876503453 6.20679812162674 7.92779401116889 7.30800954260679 7.77746792240242 7.73258979879973 7.76859983080316 7.21499397679435 10.876803696047 6.74995744517021 6.90623179841108 7.19134055073977 6.91452923477173 7.85747130205437 7.82310280352104 8.82598135040543 8.35470397578033 4.88026716873898 7.61168031386686 7.6573806011417 7.16065164696271 7.07804492454198 4.73780883241496 6.06276808223212 5.4174930648704 6.52337962322685 7.13001318938245 6.60719759722125 8.97951634934583 8.66663812376051 6.82304263605377 7.0111978822121 6.42732130065433 9.8044221446589 8.53244046911506 7.29660722364928 7.99640652548699 7.29121403828762 8.43757842007213 4.34903852663698
-6.13796526004477 9.03172417403732 8.65524680764984 9.53559455384803 8.41286721373746 8.58308284466885 7.63800745596566 7.35320183150068 7.26835519666443 7.77599252899646 8.89044630921964 8.53031996987208 8.56250942083809 6.81378636827853 6.92869753610261 7.25406514688369 7.15836583830249 7.58646781185586 9.05640164828017 9.04856829044449 7.98845583182534 6.29572867200232 8.97919636211117 6.11821129230786 7.29986589223043 8.11186730919989 8.75807446230375 8.80240104782921 6.22630499468998 7.53293330878394 8.41445600346064 8.60424195266785 8.45375161688278 9.80503896068964 9.07303788726497 8.8159719759121 8.57026232843694 10.4691921373862 8.67192424084231 7.58777751587583 8.29723287897774 9.16366812937144 9.81160613540024 8.76356812378241 6.56288466050664 7.01218108918621 7.93459293942584 8.6192852315983 6.86325055716662 8.06143320302806 8.62976505635803 7.80192468254368 8.39238178754352 8.1492022550515 8.8182829257644 7.26745051375904 7.36843765348203 8.64007268014732 7.81357299136342 8.14580607244358 6.25472140031069 6.07630054228436 7.1454081616108 7.78903276265695 7.04321726954007 7.98731750439706 7.91027745841637 7.63378605477046 7.66004552455242 9.18439700749318 7.04025762693572 7.59855397961299 7.60314866642285 7.6660031929623 8.4175550726258 8.5012088694961 9.42946962273828 7.61517929912309 5.93980940193996 8.24032716200443 7.39566586239902 8.02858865671467 8.04303749652976 5.84709774487915 7.85505664428602 6.69936897789832 8.39540796803009 8.39415402863719 8.11903635181249 10.1279883369064 8.13218287365691 7.9303556666865 8.13587147117911 7.46851259376411 8.55168732184048 8.55481867631689 6.71559117153353 7.91774498105018 7.57895404537273 8.38987464604851 5.51303245538052
-6.55979192498625 10.5422549355556 10.923957825276 10.9030103151962 9.29379098838679 8.91665165304469 9.0191626180398 7.76810448401298 6.68591670805376 8.39701725232133 9.62409908637244 7.26896844966589 8.7747987713005 5.89013144931435 6.81467535617625 5.41941072230118 5.49944268463249 7.41146433619593 7.75206726355505 9.85812568971961 7.97418103039099 6.11592819729131 9.47004792329855 6.9096606317531 9.03331364231859 8.7557462394585 9.6983322259054 8.63110537389249 8.1606735128197 7.85785735414273 8.08339805225432 9.25658947476862 7.34590587707354 11.0753522055409 9.42060747576724 11.4649447749786 11.2524722320559 11.2983488564565 10.3366939670367 8.47046511927976 9.41570783315995 10.424600180331 10.8391057882473 7.35903490849766 6.57629741764646 6.2806999174074 9.15939993267871 10.2405480176978 6.26261063031628 8.34654668202958 7.52373316413147 7.16482181516059 9.0688960857763 8.42701648037081 8.65512904289974 7.34442758606512 7.55821140715738 8.43996946687873 7.55907574637077 11.3313668875294 6.1482724462517 4.7186427654727 6.15647821679043 8.65022625493838 7.24172792487845 7.92438442435839 7.41950857141623 7.55097082956647 7.67646848289231 10.8581158209831 5.08972100477452 6.64035306265303 6.7716122165866 6.24903681446441 7.80835424678252 7.55428161072073 9.69641150131534 9.30238490238603 4.69710310957258 7.171865988019 8.33253578632279 6.89656561684619 6.90269948853948 4.69296738055009 6.73732414579794 6.26472299162183 5.60441158106685 6.71204492853971 6.17504839514578 8.58205250893928 7.95204371239166 6.06219474824497 6.52561105328708 4.96127624376597 10.4364426953586 9.06767867604375 7.64598186035772 7.82689381238356 7.20705915878557 8.09356503232069 4.14078230282835
-8.33351606916257 9.73795049129063 10.0802502852097 10.1484550502825 8.45407167231765 8.45281168123528 7.06485914740858 7.22842655988626 6.5309307384162 7.99287840122325 9.30105629261265 7.75965804375086 8.36800203119462 6.18583460183809 6.68021438509292 6.74723515866511 6.24392371377807 8.16671080305796 8.22334451197214 9.16989959871697 7.54324709555594 6.29258050635084 8.90427914663284 6.18000083278523 8.17076808416269 7.78032956688846 8.97818150538897 8.4499633481944 6.92959541045069 7.30819049833216 7.71220146325214 8.41710940242378 7.67855851479994 11.0134279002191 8.99608886408219 9.24799965227209 9.02935944941867 11.0159087651927 9.67026957191605 7.76810143317059 8.98978994836459 9.88894974893287 10.4578506663264 8.18858242655343 6.72899198610463 6.79682841034411 8.16592974483738 10.1590645906534 6.50006769786437 8.00596265841506 8.59536227051919 7.70174302101285 8.7835423949307 8.46641591356317 8.88301978020831 6.94048357521599 7.10587541702664 8.49940523964625 7.40742122648656 11.0441854246712 6.05512656293976 5.2259238836415 6.47452571568917 7.90323394738582 7.05631554793945 7.87927125870117 7.52389912980402 7.51450092309378 7.56438799982548 10.3007472205554 7.47807751946046 7.19983414177243 7.05903161034188 7.16637422419572 7.85547832136937 8.1136441023535 9.46645823028691 8.56603282594608 5.36762575943941 7.83929538650706 7.2734394442277 7.2411249494816 7.54502338306138 5.55864327609103 7.68508823365322 6.01200739335949 8.15385421194553 7.68575977126439 7.39209724752464 9.44742744992771 7.79254611515925 7.18661092117765 7.60266095283131 7.23388767763605 9.73151360728611 8.50249547040114 7.26160146141595 7.94037444227246 7.32865540522249 8.32959906141571 4.9542137243149
-6.31043245604953 9.96908799379954 10.3214135981635 10.3603349689824 8.83504095047033 7.68389106098373 7.92839113836469 7.13275715863523 6.2313499393594 7.30839994202391 8.52869478028716 7.65538257317254 8.45685499246499 5.60761527741679 6.99482422308609 6.42442097718991 5.81587166459947 8.57814174347302 8.4432015664742 8.35010767898263 7.44942551182869 6.48325370832946 8.6948193751961 5.75767867308727 7.92329854043495 8.46320332327969 9.32564811908698 8.81560507524781 6.77521854355453 7.15849830816992 7.88327347045489 8.71528896156705 7.76615049083171 10.6287138106917 8.92315931209988 8.33158584243819 8.3222605459892 10.3613583903899 9.66872445166252 8.11209583193742 8.87384124337392 9.59267148585287 10.5310483536561 8.33220377653164 6.52836794564361 6.38011042932089 8.42576616057313 8.89875008013216 6.69259940203126 8.4167506207342 7.8131035740438 8.00742317520022 8.3529033083567 8.45367921839668 8.68718097188513 6.75442521994804 7.54010825353025 8.59830042335995 7.17726680799644 7.83818465732305 5.79293331304429 5.08618909046363 6.15903573244778 7.95278167429002 7.58312819426545 7.39168804979254 7.95077160944368 7.97890416059465 7.54349977788753 10.0502744004413 7.14504021121715 7.52373169107764 6.977252138281 6.92330086239041 8.41448727157677 8.27515922879367 8.84525886454475 7.44931754907037 4.93257410222539 7.85629859117451 7.12601165424813 6.99158192846203 7.47126547469357 5.16152203063559 5.62072976240252 5.17973717648981 7.1661527112178 7.31933054631416 7.1833804668496 9.46239669770775 8.27963722524566 7.09974097999403 7.50079465728138 6.96106640358359 9.73891517512249 8.64928599056898 7.30450809349356 8.29083202114386 7.22480763527272 8.38790315849696 4.76374579833163
